"CO_UF_RESIDENCIA","SG_UF_RESIDENCIA","NU_IDADE","TP_SEXO","TP_NACIONALIDADE","TP_ST_CONCLUSAO","TP_ANO_CONCLUIU","TP_ESCOLA","IN_TREINEIRO","IN_BAIXA_VISAO","IN_CEGUEIRA","IN_SURDEZ","IN_DISLEXIA","IN_DISCALCULIA","IN_SABATISTA","IN_GESTANTE","IN_IDOSO","TP_PRESENCA_CN","TP_PRESENCA_CH","TP_PRESENCA_LC","CO_PROVA_CN","CO_PROVA_LC","CO_PROVA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","TP_STATUS_REDACAO","NU_NOTA_COMP1","NU_NOTA_COMP2","NU_NOTA_COMP3","NU_NOTA_COMP4","NU_NOTA_COMP5","NU_NOTA_REDACAO","Q001","Q002","Q006","Q024","Q025","Q026","Q027","Q047","regioes","idade2"
23,6,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,9,460.4,491.8,486,1,160,140,120,120,80,620,3,3,3,1,1,1,1,1,2,32
15,14,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,445.1,369.1,462.3,1,120,120,120,120,40,520,3,3,3,2,1,1,1,1,3,34
29,5,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,1,8,543.7,558.6,554,1,160,140,120,160,80,660,5,4,7,2,2,1,1,4,2,34
35,26,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,399.5,584.8,543.4,1,160,120,140,180,140,740,5,7,7,2,2,1,1,1,4,36
15,14,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,445.7,619,651.6,1,120,140,120,120,100,600,8,4,2,1,2,1,1,1,3,38
41,18,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,431.8,538,358.1,1,120,120,120,120,40,520,8,8,4,2,2,1,1,1,5,36
33,19,15,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,8,2,581.4,601.9,656.6,1,160,120,120,120,80,600,7,6,7,4,2,1,1,4,4,30
23,6,15,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,447.6,498.8,441.4,1,80,80,60,60,20,300,3,3,2,1,2,1,1,1,2,30
31,11,20,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,593.4,586,492.2,1,100,120,120,100,100,540,3,5,8,2,2,1,1,4,4,40
31,11,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,416.4,554,527.6,1,120,120,120,120,100,580,6,4,2,1,1,1,1,1,4,34
12,1,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,393.2,542.9,466.6,1,140,120,120,120,60,560,2,4,3,1,1,1,1,1,3,40
23,6,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,507.7,545.3,508.9,1,160,140,140,160,160,760,8,8,2,1,1,1,1,1,2,34
15,14,18,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,480.1,465.9,520.8,1,100,120,100,40,60,420,3,4,2,1,1,2,2,1,3,36
23,6,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,385.6,394.3,486,1,60,40,60,80,0,240,8,8,2,1,1,1,1,1,2,36
23,6,20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,485,603,597.3,1,120,100,80,100,80,480,1,1,2,1,1,1,1,1,2,40
42,24,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,508.4,575.3,489.8,1,120,80,60,120,60,440,2,2,3,1,1,1,1,1,5,34
35,26,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,424.1,500.5,454.8,1,100,100,80,100,40,420,4,4,7,2,2,1,1,1,4,36
33,19,20,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,559.6,568.6,513.5,1,140,140,100,140,40,560,5,5,4,2,2,2,5,1,4,40
42,24,38,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,454.8,541.9,528.5,1,120,120,120,120,60,540,2,2,5,1,1,3,9,1,5,76
35,26,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,407.2,565.1,578.5,1,120,120,120,100,120,580,8,2,3,1,1,2,2,1,4,38
53,7,19,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,551.1,599.9,511.6,1,160,120,120,140,20,560,5,5,13,4,2,2,6,1,1,38
25,15,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,2,9,393.3,517.8,517.3,1,140,120,100,140,40,540,2,5,1,1,1,1,1,1,2,32
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,444.4,486.3,526.5,1,120,140,120,140,100,620,8,5,3,2,2,2,4,1,4,34
31,11,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,566.7,553.2,521.4,1,140,140,120,140,140,680,4,3,3,1,1,1,1,1,4,34
31,11,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,463,446.6,531.5,1,100,120,120,120,40,500,3,3,3,1,1,2,6,1,4,38
27,2,23,1,2,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,9,4,5,513.2,486.4,491.2,1,120,140,140,120,60,580,4,4,2,1,1,1,1,1,2,46
50,12,18,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,470.7,506.3,531.7,1,80,100,80,80,40,380,8,8,3,1,2,1,1,1,1,36
15,14,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,7,4,470.2,498.3,386.4,1,100,80,80,60,0,320,6,5,2,1,1,1,1,1,3,34
23,6,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,439,460.1,392.7,1,80,80,80,80,20,340,2,4,3,1,1,1,1,1,2,34
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,482.8,529.1,500.5,1,120,120,100,120,100,560,4,3,5,4,2,2,2,1,4,34
29,5,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,7,4,454,579.1,585.8,1,120,120,120,140,100,600,5,5,3,1,1,1,1,1,2,32
25,15,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,403.1,510.7,482.5,1,100,120,80,100,80,480,2,2,1,1,1,1,1,1,2,38
31,11,20,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,452.8,418.4,456,1,120,120,120,120,40,520,3,2,2,1,1,3,4,1,4,40
35,26,30,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,412.6,464.9,475.8,1,80,80,80,40,40,320,1,8,1,1,1,1,1,1,4,60
35,26,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,405.8,470.9,557.6,1,160,160,160,160,0,640,6,4,3,1,1,1,1,1,4,38
31,11,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,660.2,687.2,630.1,1,160,180,160,160,160,820,5,6,9,2,2,1,1,1,4,36
52,9,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,399.1,571.3,441,1,100,120,100,120,40,480,2,3,4,2,2,1,1,1,1,38
15,14,20,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,475.1,558.7,600.4,1,120,100,80,100,40,440,2,2,4,2,1,3,8,1,3,40
41,18,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,491.6,535.3,525.3,1,140,60,80,120,60,460,5,5,2,1,1,1,1,1,5,34
26,16,21,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,415.6,555.1,385.8,1,120,120,140,100,80,560,3,2,2,2,1,1,1,1,2,42
31,11,22,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,470.9,583,570.2,1,140,120,80,100,60,500,5,5,3,1,1,3,9,1,4,44
35,26,19,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,2,6,7,428.7,456.2,433.7,1,120,120,120,140,80,580,8,3,2,1,1,2,3,1,4,38
31,11,38,2,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,417.2,356,411.3,1,80,100,100,100,40,420,5,2,2,2,2,2,2,1,4,76
33,19,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,444.2,449.7,478.9,1,160,140,120,140,140,700,5,7,4,1,1,1,1,3,4,34
24,20,33,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,370.7,489,473.9,1,120,120,80,80,40,440,1,1,3,1,1,2,14,1,2,66
15,14,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,6,7,438.1,483.2,499.5,1,120,120,100,120,100,560,8,8,4,1,2,1,1,1,3,34
35,26,28,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,407.9,529,467.5,1,80,100,120,100,80,480,5,5,3,1,1,3,3,1,4,56
52,9,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,401.3,373.9,456.1,1,120,120,80,80,80,480,2,3,2,1,2,1,1,1,1,36
31,11,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,571.6,618.3,592.5,1,120,120,120,120,120,600,5,5,7,2,2,3,3,3,4,36
23,6,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,404.3,528.5,398.1,1,120,80,80,80,40,400,1,2,4,1,1,1,1,1,2,34
26,16,17,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,548.1,594.5,606.6,1,160,140,160,140,60,660,7,7,17,3,2,1,1,4,2,34
28,25,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,402.2,520.6,405.5,6,0,0,0,0,0,0,8,8,2,2,2,1,1,1,2,36
25,15,21,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,563.9,573.8,578.8,1,120,120,80,100,40,460,5,5,2,1,2,1,1,1,2,42
52,9,23,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,426.8,467.6,503.4,1,120,120,120,120,80,560,1,5,5,2,2,3,7,1,1,46
35,26,18,1,2,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,486.9,437.3,499.2,1,120,100,80,80,80,460,6,7,5,2,2,1,1,4,4,36
23,6,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,453.5,431.9,401.6,6,0,0,0,0,0,0,2,2,2,1,1,1,1,1,2,34
32,8,24,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,383.9,461,433.8,1,120,120,120,120,100,580,2,2,2,1,1,3,11,1,4,48
51,13,31,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,441.3,481.2,446.4,1,120,100,80,100,100,500,2,2,2,1,2,3,3,1,1,62
29,5,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,428.2,522.2,449.5,1,80,100,80,100,40,400,1,1,2,1,1,1,1,1,2,38
22,17,18,1,2,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,528.5,399.8,377.2,1,60,100,40,60,20,280,5,7,4,1,1,1,1,1,2,36
35,26,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,386.1,575.6,496.9,1,120,160,160,120,120,680,4,4,2,2,2,1,1,1,4,36
21,10,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,410.5,419,415.4,1,100,100,80,100,80,460,3,3,2,1,1,1,1,1,2,34
23,6,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,2,9,393.9,387.6,376.2,1,100,100,80,80,40,400,2,2,2,1,1,1,1,1,2,34
31,11,18,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,446.3,509.2,498.2,1,100,80,80,100,0,360,5,5,2,2,2,1,1,1,4,36
31,11,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,545.7,648,587.2,1,160,140,160,160,160,780,5,5,7,2,2,1,1,4,4,34
23,6,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,497.6,523.3,541.2,1,120,120,120,120,60,540,5,5,2,2,2,1,1,1,2,32
22,17,19,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,470.4,488.7,519,1,60,80,40,20,40,240,2,2,2,2,1,1,1,1,2,38
27,2,19,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,6,4,5,474.7,538.5,464.8,1,120,80,100,120,40,460,5,5,2,1,1,1,1,1,2,38
35,26,18,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,510.7,595.5,520.3,1,160,140,140,160,160,760,6,6,7,2,2,1,1,4,4,36
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,435.3,469.6,475.6,1,120,120,120,120,120,600,4,5,4,2,1,1,1,1,4,34
33,19,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,467.4,631.5,611,1,120,120,120,120,80,560,4,2,3,2,2,3,1,1,4,34
25,15,19,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,411,513.6,445.7,1,80,100,80,80,60,400,2,2,2,1,1,1,1,1,2,38
41,18,46,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,433.3,477.9,360.6,6,0,0,0,0,0,0,1,3,5,2,2,2,8,1,5,92
29,5,16,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,504,440.5,417.6,1,120,80,80,100,60,440,1,5,2,1,1,1,1,1,2,32
15,14,43,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,441.6,478.2,497.9,1,120,120,100,120,20,480,3,2,2,1,1,1,1,1,3,86
15,14,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,482.2,524.9,447,1,100,120,120,100,100,540,3,3,3,2,2,1,1,4,3,36
33,19,23,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,514.7,572.5,599.3,1,120,140,140,120,120,640,2,5,3,2,2,2,1,1,4,46
52,9,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,506.2,615.9,593,1,120,120,120,80,120,560,2,2,7,2,2,3,5,4,1,34
35,26,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,653.3,511.7,647.1,1,140,120,120,140,0,520,5,5,9,4,2,1,1,3,4,36
31,11,20,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,446.6,554.4,533.1,1,160,120,80,160,120,640,2,5,3,2,2,2,6,1,4,40
33,19,25,2,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,523.7,582.6,597.7,1,140,140,120,120,80,600,5,6,16,3,2,3,7,4,4,50
15,14,33,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,577,558.7,490,1,120,100,100,100,100,520,2,2,2,1,1,1,1,1,3,66
22,17,22,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,717.2,773.6,646.3,1,140,180,180,140,140,780,6,5,9,2,2,1,1,4,2,44
23,6,15,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,6,7,454,574.9,506.7,1,80,80,80,80,80,400,5,5,2,1,1,1,1,1,2,30
27,2,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,509.4,559.1,441.9,1,120,120,80,100,40,460,3,5,3,1,1,3,5,1,2,34
15,14,41,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,485.6,567.8,488.4,1,140,100,80,100,40,460,8,2,4,2,2,3,14,1,3,82
35,26,30,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,517.4,448.9,464.9,1,120,40,40,120,20,340,2,5,2,2,1,2,4,1,4,60
26,16,17,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,601.2,594.3,569.4,1,160,160,160,140,160,780,6,6,3,3,2,1,1,4,2,34
22,17,19,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,461.4,486.7,516,1,120,120,80,80,80,480,5,6,2,1,1,1,1,1,2,38
50,12,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,7,4,393.3,449.6,429.5,1,100,80,80,80,40,380,5,7,8,1,2,1,1,1,1,32
53,7,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,396.5,550.4,447.2,1,120,80,100,100,40,440,2,8,3,1,2,2,7,1,1,40
33,19,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,629.2,767.8,667.8,1,160,200,180,200,180,920,6,5,9,2,2,1,1,4,4,34
35,26,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,473.8,600.3,621.3,1,140,120,120,140,60,580,6,6,4,3,2,1,1,4,4,36
27,2,20,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,391.2,581.3,555.6,1,120,120,100,120,120,580,2,4,3,2,2,1,1,1,2,40
24,20,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,621.1,712.3,597.1,1,200,180,160,180,160,880,6,6,6,2,2,1,1,4,2,36
35,26,41,2,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,565.3,620.4,580.8,1,120,100,120,120,80,540,2,3,4,2,2,3,3,1,4,82
26,16,21,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,450.1,595.2,527.9,1,140,140,160,120,120,680,5,7,4,1,1,3,7,1,2,42
42,24,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,2,9,544.3,604,539.6,1,120,80,80,120,40,440,2,2,3,2,2,1,1,1,5,34
35,26,18,1,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,411,537.6,536.3,1,120,120,80,100,60,480,8,8,2,1,1,2,6,1,4,36
41,18,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,578,660.8,557.9,1,120,120,120,100,120,580,5,6,16,4,2,1,1,4,5,34
51,13,21,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,405.4,469.1,501.6,1,100,60,60,60,20,300,2,2,2,1,1,2,7,1,1,42
41,18,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,426.9,361.8,465.3,1,120,120,80,120,40,480,2,2,6,1,1,2,5,1,5,34
23,6,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,478.3,586.5,502.1,1,160,160,160,160,120,760,2,2,2,1,1,1,1,1,2,34
23,6,19,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,429.7,359.4,414.7,6,0,0,0,0,0,0,8,4,3,2,2,1,1,1,2,38
43,23,18,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,633.8,672.5,685.1,1,120,140,140,120,120,640,3,5,5,5,2,1,1,4,5,36
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,415.9,471.5,452.8,1,120,120,120,120,40,520,4,4,3,3,2,2,4,1,4,34
23,6,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,373.9,427.8,482.6,1,80,80,80,80,20,340,2,3,2,1,1,1,1,1,2,34
33,19,57,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,449.3,544.7,463.8,1,120,120,120,120,120,600,2,2,3,1,1,1,1,1,4,114
22,17,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,514.1,574.6,447.6,1,80,120,100,100,40,440,8,2,3,2,1,1,1,1,2,36
26,16,21,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,483.5,547.2,489,1,120,120,100,100,80,520,4,4,3,1,1,2,4,1,2,42
31,11,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,488.3,547.9,561.8,1,120,120,120,120,100,580,5,4,4,2,2,2,5,1,4,34
28,25,24,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,478.9,512.9,509.6,1,160,160,140,120,120,700,2,2,2,1,1,1,1,1,2,48
29,5,24,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,514,645.2,589.9,1,120,120,100,120,100,560,5,5,3,2,2,3,10,1,2,48
35,26,20,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,396.2,490.3,523.1,1,100,60,80,80,0,320,4,4,3,1,1,2,6,1,4,40
41,18,22,2,2,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,398.7,571.7,534.3,1,120,120,100,120,60,520,2,1,4,1,1,2,4,1,5,44
35,26,21,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,581.9,589.8,597.6,1,160,180,180,200,180,900,5,4,8,2,2,1,1,1,4,42
26,16,44,2,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,462.7,448.1,480.6,1,100,100,80,60,60,400,5,5,4,2,2,3,6,1,2,88
35,26,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,427.4,478.1,488.9,1,120,120,80,80,80,480,6,3,3,1,2,1,1,1,4,32
23,6,19,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,440.1,393.6,384.5,1,100,100,80,120,20,420,1,3,2,1,1,2,5,1,2,38
22,17,20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,402.8,513.7,500.8,1,100,100,100,100,100,500,1,2,2,1,1,1,1,1,2,40
23,6,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,517.3,582.1,558.4,1,100,80,80,80,140,480,8,8,2,1,1,1,1,1,2,34
51,13,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,597,646.7,607.6,1,140,160,120,140,120,680,5,6,6,2,2,1,1,1,1,36
33,19,25,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,415.8,485,513.6,1,80,60,60,60,60,320,2,3,2,1,1,1,1,1,4,50
31,11,36,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,428,612.4,569.2,1,120,160,160,120,40,600,8,3,3,1,1,3,3,1,4,72
32,8,17,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,620.5,675.6,647.6,1,160,140,140,160,80,680,7,7,17,4,2,1,1,4,4,34
43,23,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,455.1,457.2,433.1,1,120,80,80,80,60,420,2,2,3,2,2,1,1,1,5,36
23,6,21,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,441.5,407.4,405.1,1,80,80,80,80,80,400,8,8,2,1,1,2,5,1,2,42
31,11,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,383.3,452.9,382.8,1,100,80,60,80,60,380,5,2,2,1,1,2,6,1,4,38
52,9,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,9,499.6,523.6,563.9,1,160,160,120,140,60,640,3,3,3,1,1,1,1,1,1,34
23,6,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,7,4,538.8,659,637.4,1,160,140,140,160,120,720,2,7,5,2,2,1,1,4,2,32
35,26,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,6,7,406.2,512.9,490.6,1,140,140,120,140,100,640,7,7,9,3,2,1,1,5,4,34
27,2,18,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,414.5,471.4,468.4,1,120,40,80,120,40,400,5,5,3,2,2,1,1,4,2,36
23,6,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,415.8,444.7,437.5,4,0,0,0,0,0,0,5,4,2,1,1,1,1,1,2,32
21,10,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,512.2,572.7,483.1,1,160,160,160,120,120,720,2,3,4,2,2,1,1,1,2,38
35,26,21,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,402.4,461.3,476.8,1,120,100,80,100,60,460,5,6,6,2,2,2,8,1,4,42
53,7,18,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,454.4,552.6,543.9,1,160,120,140,120,100,640,8,5,5,1,2,3,6,1,1,36
31,11,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,2,9,592,668.2,612,1,160,160,160,140,120,740,2,2,3,2,2,1,1,1,4,34
21,10,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,420.6,518.3,486.2,1,140,120,120,120,120,620,3,4,3,2,1,1,1,1,2,38
23,6,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,413.7,446.5,440.9,1,60,80,80,80,100,400,8,8,2,1,1,1,1,1,2,36
23,6,20,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,424.2,558.7,530,1,80,80,80,80,60,380,3,3,2,1,1,1,1,1,2,40
35,26,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,393.2,420.9,410.9,1,120,80,80,100,20,400,2,4,5,2,2,3,3,1,4,36
43,23,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,470.4,558.7,587.5,1,120,120,100,120,80,540,3,5,6,2,2,1,1,4,5,34
33,19,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,9,457.4,472,516.6,1,120,120,80,80,40,440,2,3,3,2,2,1,1,1,4,34
35,26,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,458.9,384.7,529.4,1,100,80,100,100,40,420,5,5,3,2,2,2,5,1,4,36
42,24,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,7,4,426.8,525.7,545.5,1,140,140,120,120,120,640,5,3,3,2,2,1,1,1,5,32
52,9,18,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,403.1,530.5,458,1,100,80,80,100,60,420,4,5,3,1,2,1,1,4,1,36
25,15,21,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,434.1,572.2,465.6,1,120,120,120,160,60,580,4,2,6,1,1,2,8,1,2,42
22,17,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,433.3,490.7,473.5,1,120,160,140,120,120,660,4,5,3,1,2,1,1,1,2,36
